序號,詞語,級別,注音,漢拼,詞類/性質,詞彙英譯,語義/義項,情境,用法-常用搭配詞,例句
198,先生,第1級,ㄒㄧㄢ ㄕㄥ,xiānshēng,N,husband,,核心詞,我先生，人＋的先生,我跟我先生都是老師。
199,現在,第1級,ㄒㄧㄢˋ ㄗㄞˋ,xiànzài,N,now,,核心詞,,我現在沒時間，等一下再說。現在是下午三點。從昨天晚上到現在都在下雨。
200,想,第1級,ㄒㄧㄤˇ,xiǎng,V,to think,,核心詞,,你在想什麼？
201,想,第1級,ㄒㄧㄤˇ,xiǎng,Vaux,want to,,核心詞,想吃，想（V）……,他們明天想去山上走走。你想去看電影嗎？
202,想,第1級,ㄒㄧㄤˇ,xiǎng,Vs,to miss,,核心詞,想家,我來台灣六個月了，現在很想家。
203,小,第1級,ㄒㄧㄠˇ,xiǎo,Vs,"small, little,young",,核心詞,衣服太小，小杯，小碗，比……小,這件衣服太小了，我穿不下。我早上喝了一小杯牛奶。我妹妹比我小四歲。
204,小孩/小孩子,第1級,ㄒㄧㄠˇ ㄏㄞˊ / ㄒㄧㄠˇ ㄏㄞˊ ˙ㄗ,xiǎohái / xiǎoháizi,N,"kids, child, childern",,核心詞,兩個小孩，這個小孩,有很多小孩在公園玩。
205,小孩/小孩子,第1級,ㄒㄧㄠˇ ㄏㄞˊ / ㄒㄧㄠˇ ㄏㄞˊ ˙ㄗ,xiǎohái / xiǎoháizi,N,"son, daughter",兒子、女兒。,核心詞,有……個小孩,我有兩個小孩。
206,小姐,第1級,ㄒㄧㄠˇ ㄐㄧㄝˇ,xiǎojiě,N,"Miss, lady",,核心詞,姓＋小姐,王小姐，早。小姐，您請坐。
207,小姐,第1級,ㄒㄧㄠˇ ㄐㄧㄝˇ,xiǎojiě,N,young lady,,核心詞,一位小姐,王先生，外面有一位小姐找你。
208,小時,第1級,ㄒㄧㄠˇ ㄕˊ,xiǎoshí,N,hour,,核心詞,三個小時，幾小時，半小時,一天有二十四個小時。
209,寫,第1級,ㄒㄧㄝˇ,xiě,V,to write,,核心詞,寫中文字，寫功課,老師教我們寫自己的中文名字。他的中文字寫得很漂亮。
210,謝謝,第1級,ㄒㄧㄝˋ ˙ㄒㄧㄝ,xièxie,Phrase,"thanks, Thank you.",,核心詞,謝謝您，謝謝你,Ａ：「謝謝您！」 Ｂ：「不客氣！」謝謝你告訴我這件事。
211,喜歡,第1級,ㄒㄧˇ ㄏㄨㄢ,xǐhuān,Vs,"to like, to love",,核心詞,,我喜歡那個老師。我喜歡跳舞。我不喜歡吃肉。
212,新,第1級,ㄒㄧㄣ,xīn,Vs,new,,核心詞,新同學,我買了新電腦。他是今年來的新同學。
213,星期天/星期日,第1級,ㄒㄧㄥ ㄑㄧˊ ㄊㄧㄢ / ㄒㄧㄥ ㄑㄧˊ ㄖˋ,xīngqítiān / xīngqírì,N,Sunday,,核心詞,下（個）星期天，星期天下午,他每個星期天都去公園走走。我這個星期天要去看電影。
214,星期一,第1級,ㄒㄧㄥ ㄑㄧˊ ㄧ,xīngqíyī,N,Monday,,核心詞,星期一早上，上（個）星期一,我很忙，從星期一到星期五都有課。
215,姓名,第1級,ㄒㄧㄥˋ ㄇㄧㄥˊ,xìngmíng,N,"name, surname and given name",,核心詞,,請告訴我你的姓名。
216,學,第1級,ㄒㄩㄝˊ,xué,V,"to study, to learn",,核心詞,學中文，學開車,我來台灣學中文。他想學做法國菜。
217,學生,第1級,ㄒㄩㄝˊ ㄕㄥ,xuéshēng,N,student,,核心詞,一個學生,我們學校有很多外國學生。
218,學校,第1級,ㄒㄩㄝˊ ㄒㄧㄠˋ,xuéxiào,N,school,,8.教育、學習,一所學校,我星期一會去學校上課。
219,要,第1級,ㄧㄠˋ,yào,Vaux,"must, should",,核心詞,,生病了要去看醫生。
220,要,第1級,ㄧㄠˋ,yào,Vaux,want to,,核心詞,,我要買一杯咖啡。
221,要,第1級,ㄧㄠˋ,yào,Vaux,will,,核心詞,,我明天要去台中。
222,要,第1級,ㄧㄠˋ,yào,V,to want,,核心詞,,我要一杯水。我要一碗飯。
223,要,第1級,ㄧㄠˋ,yào,V,"to cost, to need",,核心詞,要兩小時，要三百元,一杯咖啡和一個麵包，一共要九十元。從台中到台南坐火車要兩個小時。
224,也,第1級,ㄧㄝˇ,yě,Adv,also,,核心詞,,他是學生，我也是學生。
225,一,第1級,ㄧ,yī,N,one,1,核心詞,一個，一位，一張，一年，一天,他吃了一個包子。
226,一月,第1級,ㄧ ㄩㄝˋ,yīyuè,N,January,每年的第一個月。,核心詞,一月一日，一月底，明年一月,每年一月我都會回家。
227,一起,第1級,ㄧˋ ㄑㄧˇ,yìqǐ,Adv,together,,核心詞,,下課以後，我們一起去吃飯。
228,醫生/醫師,第1級,ㄧ ㄕㄥ / ㄧ ㄕ,yīshēng / yīshī,N,doctor,,7.身體、醫療,一位醫生，看醫生,他是一位醫生。我不舒服，要去看醫生。
229,英國,第1級,ㄧㄥ ㄍㄨㄛˊ,yīngguó,N,"the United Kingdom of Great Britain and Northern Ireland (the United Kingdom, the U.K)",,1.個人資料,英國人,你是英國人嗎？他是從英國來的。
230,英文,第1級,ㄧㄥ ㄨㄣˊ,yīngwén,N,English,,8.教育、學習,說英文，學英文，英文名字，英文老師,我會說英文，也會說中文。
231,用,第1級,ㄩㄥˋ,yòng,V,to use,,核心詞,,他不會用電腦。
232,用,第1級,ㄩㄥˋ,yòng,Prep,with,,核心詞,,我用筷子吃飯。他用電腦工作。
233,有,第1級,ㄧㄡˇ,yǒu,Vs,have,,核心詞,,我有很多台灣朋友。我沒有錢買新的手機。
234,有,第1級,ㄧㄡˇ,yǒu,Vs,"there is, there are",,核心詞,桌子上有……，教室裡有……，這裡有……,桌上有一杯牛奶。學校附近有很多餐廳。
235,元,第1*級,ㄩㄢˊ,yuán,M,the monetary unit,,核心詞,十元,這個包子二十元。
236,月,第1級,ㄩㄝˋ,yuè,M,month,,核心詞,四個月，每（個）月，這個月，上個月,我來台灣四個月了。
237,再見,第1級,ㄗㄞˋ ㄐㄧㄢˋ,zàijiàn,V,"good-bye, farewell",,核心詞,,再見！明天見！
238,早,第1級,ㄗㄠˇ,zǎo,Phrase,Good morning,,核心詞,大家早,老師早。王先生早。
239,早,第1級,ㄗㄠˇ,zǎo,Vs,early,,核心詞,,我今天起得很早。
240,早安,第1級,ㄗㄠˇ ㄢ,zǎoān,Phrase,good morning,,核心詞,,每天早上我都跟同學說早安。王小姐，早安。
241,早上,第1級,ㄗㄠˇ ㄕㄤˋ,zǎoshàng,N,morning,,核心詞,明天早上，星期一早上，早上八點,明天早上我要六點起床。
242,怎麼,第1級,ㄗㄣˇ ˙ㄇㄜ,zěnme,Adv,how,,核心詞,怎麼做，怎麼說，怎麼去,請問從這裡到台北101怎麼走？這個字怎麼唸？
243,怎麼,第1級,ㄗㄣˇ ˙ㄇㄜ,zěnme,Adv,why,,核心詞,怎麼（會）V,昨天你怎麼沒來上課？
244,找,第1級,ㄓㄠˇ,zhǎo,V,"to seek, to look for",,核心詞,找（東西），找（人）,我的手機不見了，請你幫我找一找。
245,找,第1級,ㄓㄠˇ,zhǎo,V,"to find (a job, a house, etc.)",,核心詞,找工作，找房子,他想在台灣找工作。
246,找,第1級,ㄓㄠˇ,zhǎo,V,"to meet, to visit",,核心詞,找朋友,我要去台南找朋友。
247,這/這裡/這裏/這兒,第1級,ㄓㄜˋ/ㄓㄜˋ ㄌㄧˇ/ㄓㄜˋ ㄌㄧˇ/ㄓㄜˋ ㄦ,zhè/zhèlǐ/zhèlǐ/zhèr,N,here,,核心詞,在這裡，從這裡，到這裡，來這裡,這裡是我的學校。我在這兒等他，等了三十分鐘。
248,知道,第1級,ㄓ ㄉㄠˋ,zhīdào,V,"to know, to realize",,核心詞,,我知道這個字的意思。你知道火車站在哪裡嗎？大家都不知道這個字怎麼唸。
249,中國,第1級,ㄓㄨㄥ ㄍㄨㄛˊ,zhōngguó,N,China,,1.個人資料,中國菜，中國餐廳,中國菜很好吃。
250,中文,第1級,ㄓㄨㄥ ㄨㄣˊ,zhōngwén,N,Chinese language,,核心詞,學中文，中文名字,會說中文的人很多。
251,中午,第1級,ㄓㄨㄥ ㄨˇ,zhōngwǔ,N,"noon, midday",,核心詞,星期天中午，中午十二時，中午休息,今天中午要去哪裡吃飯呢？
252,字,第1級,ㄗˋ,zì,N,character,,核心詞,一個字，中文字，寫字,我覺得中文字很難寫。我學過三百個中文字。
253,走,第1級,ㄗㄡˇ,zǒu,V,to walk,,核心詞,,我每天早上去公園走半個鐘頭。
254,走,第1級,ㄗㄡˇ,zǒu,V,start to go,,核心詞,,我們走吧！
255,走,第1級,ㄗㄡˇ,zǒu,V,to leave,,核心詞,,我明天就要走了。他走了，你明天再來找他。
256,昨天,第1級,ㄗㄨㄛˊ ㄊㄧㄢ,zuótiān,N,yesterday,,核心詞,昨天上午,昨天老師說，今天要考試。他昨天沒來上課。
257,做,第1級,ㄗㄨㄛˋ,zuò,V,to do (something),,核心詞,做事，做什麼，做功課,我在做功課。你在做什麼？
258,做,第1級,ㄗㄨㄛˋ,zuò,V,to make,,核心詞,做飯，做晚餐,他會做麵包。
259,坐,第1級,ㄗㄨㄛˋ,zuò,V,to sit,,核心詞,坐在椅子上，坐下,我坐在椅子上看書。王小姐，請坐。
260,坐,第1級,ㄗㄨㄛˋ,zuò,V,"to ride, to take (vehicle)",,核心詞,坐車，坐飛機，坐公車,上個星期天我們坐火車去台南。
261,矮,第1*級,ㄞˇ,ǎi,Vs,"short, low",,核心詞,,我小的時候很矮。我比哥哥矮一點。這張椅子太矮了。
262,白,第1*級,ㄅㄞˊ,bái,Vs,white,,核心詞,白色，白紙,他喜歡穿白色的衣服。
263,包子,第1*級,ㄅㄠ ˙ㄗ,bāozi,N,steamed stuffed bun,,10.餐飲、烹飪,肉包子，菜包子，一個包子,這家店的包子很好吃。
264,飽,第1*級,ㄅㄠˇ,bǎo,Vs,full,,核心詞,吃不飽，吃得飽,我中午吃了兩碗飯，我覺得很飽。我吃飽了。
265,杯子/杯,第1*級,ㄅㄟ ˙ㄗ / ㄅㄟ,bēizi / bēi,N,cup,,核心詞,一個杯子，茶杯，咖啡杯,桌上有一個杯子。這個杯子很貴。我有一個漂亮的茶杯。
266,杯子/杯,第1*級,ㄅㄟ ˙ㄗ / ㄅㄟ,bēizi / bēi,M,"classifier (glass, cup)",,核心詞,一杯咖啡，一杯酒，一杯茶,睡覺前我喝了一杯牛奶。
267,鼻子/鼻,第1*級,ㄅㄧˊ ˙ㄗ / ㄅㄧˊ,bízi / bí,N,nose,,核心詞,,我感冒了，鼻子不舒服。
268,比,第1*級,ㄅㄧˇ,bǐ,Prep,comparative marker,,核心詞,,我比他高。他比我會說中文。
269,比,第1*級,ㄅㄧˇ,bǐ,V,to compare,,核心詞,,你們兩個比一比，誰高？
270,筆,第1*級,ㄅㄧˇ,bǐ,N,"pen, pencil",,核心詞,一枝筆，紅筆,這枝筆多少錢？
271,邊,第1*級,ㄅㄧㄢ,biān,N,on edge of,,核心詞,左邊，右邊，路邊,哥哥坐在我的左邊，姊姊坐在我的右邊。我站在路邊等公車。
272,別,第1*級,ㄅㄧㄝˊ,bié,Adv,don't,不要。,核心詞,別V了,起床了，別再睡了。
273,冰,第1*級,ㄅㄧㄥ,bīng,N,ice,,10.餐飲、烹飪,吃冰,今天很熱，要不要去吃冰？
274,冰,第1*級,ㄅㄧㄥ,bīng,V,"refrigerate, freeze",,10.餐飲、烹飪,冰在冰箱,冰過的水果很好吃。
275,冰,第1*級,ㄅㄧㄥ,bīng,Vs,icy,,10.餐飲、烹飪,冰水,這杯水很冰。我買了一杯冰咖啡。
276,病,第1*級,ㄅㄧㄥˋ,bìng,N,"disease, illness, sickness",,7.身體、醫療,一場病，一種病，病好了,他病好了，可以來上課了。
277,病,第1*級,ㄅㄧㄥˋ,bìng,Vp,get sick,,7.身體、醫療,病了,他昨天病了，所以沒來上課。
278,不錯,第1*級,ㄅㄨˊ ㄘㄨㄛˋ,búcuò,Vs,"not bad, pretty good",很好的。,核心詞,,你的中文說得不錯。今天天氣不錯。
279,菜,第1*級,ㄘㄞˋ,cài,N,vegetable,,10.餐飲、烹飪,,他只吃菜，不吃肉。
280,菜,第1*級,ㄘㄞˋ,cài,N,a dish,,10.餐飲、烹飪,點菜,今天晚餐有四個菜一個湯。
281,餐廳,第1*級,ㄘㄢ ㄊㄧㄥ,cāntīng,N,restaurant,,10.餐飲、烹飪,一家餐廳,學校附近有很多餐廳。那家餐廳的菜很好吃。
282,常常/常,第1*級,ㄔㄤˊ ㄔㄤˊ / ㄔㄤˊ,chángcháng / cháng,Adv,"often, frequently, usually",,核心詞,,我們常常去那家餐廳吃飯。
283,長1,第1*級,ㄔㄤˊ,cháng,Vs,long,,核心詞,長頭髮,這條路很長。他在台北住了很長的時間。這張桌子有多長？
284,唱,第1*級,ㄔㄤˋ,chàng,V,to sing,,核心詞,唱中文歌,他唱得很好聽。
285,唱歌,第1*級,ㄔㄤˋ ㄍㄜ,chànggē,V,to sing a song,,4.休閒、娛樂,會唱歌，愛唱歌,他很喜歡唱歌。他會唱中文歌。
286,出,第1*級,ㄔㄨ,chū,V,"to go out, to come out",從裡面到外面。,核心詞,出來，出去,星期天要不要出去玩？從學校出去，右邊就是公車站。
287,穿,第1*級,ㄔㄨㄢ,chuān,V,to wear,,2.日常起居,穿衣服，穿鞋子，穿上衣服,今天她穿了一件紅色的衣服來上課。外面很冷，多穿一件衣服吧！
288,床,第1*級,ㄔㄨㄤˊ,chuáng,N,bed,,核心詞,一張床，（在）床上，（在）床邊,他在床上睡覺。
289,從,第1*級,ㄘㄨㄥˊ,cóng,Prep,from,,核心詞,從……到……,從我家到學校要走十分鐘。從昨天晚上到現在都在下雨。請你從右邊的門進去。
290,錯,第1*級,ㄘㄨㄛˋ,cuò,Vs,wrong,,核心詞,沒（有）錯,這個句子是對的，沒錯。這個字，你寫錯了。
291,蛋,第1*級,ㄉㄢˋ,dàn,N,egg,,10.餐飲、烹飪,一個蛋，雞蛋,雞蛋很好吃。我每天吃一個蛋。
292,得1,第1*級,ㄉㄟˇ,děi,Vaux,"must, have to",,核心詞,得去……，得做……,七點半了，我得去學校上課了。吃飯前得洗手。
293,得2,第1*級,˙ㄉㄜ,de,Ptc,"used after a verb (V, Vp, Vs) linking it to following Phrase indicating effect, degree, possibility etc.",,核心詞,V得Vs，做得很好,外面的雨下得好大。那位老師教得很好。
294,等,第1*級,ㄉㄥˇ,děng,V,to wait,,核心詞,等公車，等他，等十五分鐘,請你再等十分鐘，我快到了。我在學校門口等你。
295,低,第1*級,ㄉㄧ,dī,Vs,low,,核心詞,,這椅子太低了，坐的時候不舒服。
296,低,第1*級,ㄉㄧ,dī,Vs,least,,核心詞,,這裡的小吃很貴，最低要一百元。
297,地方,第1*級,ㄉㄧˋ ㄈㄤ,dìfāng,N,place,,核心詞,,教室是上課的地方。你在什麼地方學中文？
298,地方,第1*級,ㄉㄧˋ ㄈㄤ,dìfāng,N,part,,核心詞,,老師說：「有不懂的地方可以問我。」
299,店,第1*級,ㄉㄧㄢˋ,diàn,N,"shop, store",,核心詞,一間店，這家店，店裡，咖啡店,我常常來這家店。我常常在咖啡店裡看書、喝咖啡。
300,電腦,第1*級,ㄉㄧㄢˋ ㄋㄠˇ,diànnǎo,N,computer,,核心詞,一部電腦，一台電腦，打電腦，開電腦，關電腦,他買了一台新的電腦。他在房間打電腦。
301,電視,第1*級,ㄉㄧㄢˋ ㄕˋ,diànshì,N,television,,2.日常起居,一部電視，一台電視，看電視，開電視，關電視,他看了一個小時的電視。
302,電影,第1*級,ㄉㄧㄢˋ ㄧㄥˇ,diànyǐng,N,movie,,4.休閒、娛樂,一部電影，看電影,那部電影很好看。我喜歡看法國電影。
303,懂,第1*級,ㄉㄨㄥˇ,dǒng,V,to understand,,核心詞,懂……的意思,我不懂這句話的意思。
304,讀,第1*級,ㄉㄨˊ,dú,V,to read,看書。,核心詞,讀+書名,你在讀什麼書？
305,讀,第1*級,ㄉㄨˊ,dú,V,to read aloud,,核心詞,,請你讀這個句子。
306,讀,第1*級,ㄉㄨˊ,dú,V,to study in,,核心詞,讀大學,我明年要去台灣讀大學。
307,短,第1*級,ㄉㄨㄢˇ,duǎn,Vs,short,,核心詞,短頭髮，短褲,下課時間很短，只有十分鐘。
308,多久,第1*級,ㄉㄨㄛ ㄐㄧㄡˇ,duōjiǔ,N,how long,,核心詞,,你看了多久的書？
309,餓,第1*級,ㄜˋ,è,Vs,hungry,,核心詞,,我好餓，我們去吃飯吧！
310,耳朵,第1*級,ㄦˇ ˙ㄉㄨㄛ,ěrduo,N,ear,,7.身體、醫療,一隻耳朵,他的耳朵很大。
311,飯,第1*級,ㄈㄢˋ,fàn,N,cooked rice,,核心詞,一碗飯,今天晚上我吃了兩碗飯。
312,方便,第1*級,ㄈㄤ ㄅㄧㄢˋ,fāngbiàn,Vs,convenient,,核心詞,,從我家坐公車到學校很方便。
313,房間,第1*級,ㄈㄤˊ ㄐㄧㄢ,fángjiān,N,"room, bedroom",,核心詞,一間房間，在房間裡,這個房間很小，可是有兩張床。他在房間裡看書。
314,房子,第1*級,ㄈㄤˊ ˙ㄗ,fángzi,N,"house, building",,核心詞,買房子，房子裡,他買了一個很大的房子。
315,非常,第1*級,ㄈㄟ ㄔㄤˊ,fēicháng,Adv,"very much, extraordinary",,核心詞,非常喜歡，非常好，非常熱,我非常喜歡喝茶。今天天氣非常熱。這個菜非常好吃。
316,飛機,第1*級,ㄈㄟ ㄐㄧ,fēijī,N,"aircraft, airplane",,5.交通、旅遊,坐飛機，開飛機,我坐飛機來台灣。
317,分鐘,第1*級,ㄈㄣ ㄓㄨㄥ,fēnzhōng,M,minute,,核心詞,三十分鐘，每分鐘,下課休息十分鐘。
318,風,第1*級,ㄈㄥ,fēng,N,wind,,核心詞,,外面的風很大。
319,附近,第1*級,ㄈㄨˋ ㄐㄧㄣˋ,fùjìn,N,"neatby, neighboring",,核心詞,在附近，地方（的）附近,我家在山上，附近沒有學校。學校附近有很多咖啡店。
320,感冒,第1*級,ㄍㄢˇ ㄇㄠˋ,gǎnmào,Vp,to catch cold,,7.身體、醫療,,他昨天感冒了，所以今天沒來上課。
321,告訴1,第1*級,ㄍㄠˋ ㄙㄨˋ,gàosù,V,"to let others know, to inform, to tell",,核心詞,A告訴B（事）,他告訴我一件事。他告訴我明天不上課。
322,歌,第1*級,ㄍㄜ,gē,N,song,,核心詞,英文歌，唱歌，聽歌,今天上課的時候，老師教我們唱英文歌。
323,跟,第1*級,ㄍㄣ,gēn,Conj,and,,核心詞,A跟B,我跟弟弟都喜歡運動。
324,跟,第1*級,ㄍㄣ,gēn,Prep,to,,核心詞,,我們跟老師說：「老師早！」他跟我說他明天要去台中。
325,跟,第1*級,ㄍㄣ,gēn,Prep,with,,核心詞,,我明天要跟同學去看電影。
326,跟,第1*級,ㄍㄣ,gēn,Prep,from,,核心詞,,我們跟張老師學中文。
327,公車,第1*級,ㄍㄨㄥ ㄔㄜ,gōngchē,N,"local bus, bus",,5.交通、旅遊,坐公車，等公車，一輛公車,我每天坐公車去學校。
328,公園,第1*級,ㄍㄨㄥ ㄩㄢˊ,gōngyuán,N,park,,2.日常起居,在公園裡，一座公園,我有時候會去公園走走。
329,功課,第1*級,ㄍㄨㄥ ㄎㄜˋ,gōngkè,N,homework,,8.教育、學習,做功課，寫功課,今天老師給了我們很多功課。
330,夠,第1*級,ㄍㄡˋ,gòu,Vs,"be enough, sufficient",,核心詞,不夠，夠了,你晚餐只吃一個包子，夠嗎？
331,貴,第1*級,ㄍㄨㄟˋ,guì,Vs,expensive,,1.個人資料,,這家餐廳太貴了，我們去別家吧！
332,國家,第1*級,ㄍㄨㄛˊ ㄐㄧㄚ,guójiā,N,"nation, country",,5.交通、旅遊,五個國家,請介紹你的國家。
333,過,第1*級,ㄍㄨㄛˋ,guò,V,to cross,,核心詞,過馬路，過河,過馬路的時候要看兩邊的車子。
334,過,第1*級,ㄍㄨㄛˋ,guò,V,to pass,,核心詞,,過了麵包店就到學校了。
335,過,第1*級,ㄍㄨㄛˋ,guò,V,after,,核心詞,過五天，過兩年,再過兩天就是我生日。
336,過,第1*級,ㄍㄨㄛˋ,guò,V,to celebrate,,核心詞,過生日，過年,過年的時候，我們和家人一起吃飯。我的朋友給我過生日。
337,還,第1*級,ㄏㄞˊ,hái,Adv,still,,核心詞,還在+地方，還在+V,上課了，他還在外面打電話。中午十二點了，他還在睡覺。
338,還,第1*級,ㄏㄞˊ,hái,Adv,yet,,核心詞,還沒，還不,這個字，我們還沒學。十二點了，你怎麼還不睡覺？
339,還,第1*級,ㄏㄞˊ,hái,Adv,still,,核心詞,還早，還小,時間還早，我們去吃點東西吧。他還小，還不會說話。
340,還,第1*級,ㄏㄞˊ,hái,Adv,more,,核心詞,還要，還有,我買了一杯咖啡，還買了兩個麵包。我吃了一碗飯了，還要再吃一碗。他有一個哥哥，還有一個妹妹。
341,還,第1*級,ㄏㄞˊ,hái,Adv,even more,,核心詞,,他很高，他弟弟比他還高。
342,還是,第1*級,ㄏㄞˊ ㄕˋ,háishì,Conj,or,,核心詞,,他是老師，還是學生？你今天晚上想吃飯，還是吃麵？你要走路去學校，還是坐車去？
343,還是,第1*級,ㄏㄞˊ ㄕˋ,háishì,Adv,"still, yet",,核心詞,,老師說了很多次，我還是不懂。
344,黑,第1*級,ㄏㄟ,hēi,Vs,black,,核心詞,黑色;,他今天穿黑色的衣服來上課。他有一輛黑色的車。
345,紅,第1*級,ㄏㄨㄥˊ,hóng,Vs,red,,核心詞,紅花，紅色,我的杯子是紅色的。他喝了酒以後，臉很紅。
